From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
ABB57405.1	Q31NG4	unreviewed	Q31NG4_SYNE7	NADPH-dependent FMN reductase-like domain-containing protein	Synpcc7942_1375	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	173
ABB57406.1	Q31NG3	unreviewed	Q31NG3_SYNE7	Uncharacterized protein	Synpcc7942_1376	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	198
ABB57407.1	Q31NG2	unreviewed	Q31NG2_SYNE7	Metal dependent phosphohydrolase	Synpcc7942_1377	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	779
ABB57408.1	Q31NG1	unreviewed	Q31NG1_SYNE7	Lipid-A-disaccharide synthase (EC 2.4.1.182)	Synpcc7942_1378	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	413
ABB57409.1	Q54755	unreviewed	Q54755_SYNE7	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	accC Synpcc7942_1379	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	453
ABB57410.1	Q54756	unreviewed	Q54756_SYNE7	Similar to plant sulfate transporter (Sulfate permease)	Synpcc7942_1380	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	574
ABB57411.1	Q31NF8	unreviewed	Q31NF8_SYNE7	ATPase	Synpcc7942_1381	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	641
ABB57412.1	Q31NF7	unreviewed	Q31NF7_SYNE7	Diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(S)	Synpcc7942_1382	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	889
ABB57413.1	Q31NF6	unreviewed	Q31NF6_SYNE7	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	ppa Synpcc7942_1383	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	170
ABB57414.1	Q31NF5	unreviewed	Q31NF5_SYNE7	DUF306 domain-containing protein	Synpcc7942_1384	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	281
ABB57415.1	Q31NF4	unreviewed	Q31NF4_SYNE7	Uncharacterized protein	Synpcc7942_1385	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	73
ABB57416.1	Q31NF3	unreviewed	Q31NF3_SYNE7	Cob(I)yrinic acid a,c-diamide adenosyltransferase (EC 2.5.1.17)	Synpcc7942_1386	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	377
ABB57417.1	Q31NF2	unreviewed	Q31NF2_SYNE7	Asparagine synthetase domain-containing protein	Synpcc7942_1387	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	275
ABB57418.1	Q31NF1	unreviewed	Q31NF1_SYNE7	Carbonate dehydratase (EC 4.2.1.1)	Synpcc7942_1388	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	237
ABB57419.1	P04997	reviewed	PSBA2_SYNE7	Photosystem II protein D1 2 (PSII D1 protein 2) (EC 1.10.3.9) (Photosystem II Q(B) protein 2)	psbA2 psbA-II Synpcc7942_1389; psbA3 psbA-III Synpcc7942_0893	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	360
ABB57420.1	P32084	reviewed	Y1390_SYNE7	Uncharacterized HIT-like protein Synpcc7942_1390 (ORF 1)	Synpcc7942_1390	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	114
ABB57421.1	Q31NE8	unreviewed	Q31NE8_SYNE7	Mg chelatase-related protein	Synpcc7942_1391	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	512
ABB57422.1	Q31NE7	unreviewed	Q31NE7_SYNE7	Alkaline phosphatase	Synpcc7942_1392	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1355
ABB57423.1	Q31NE6	unreviewed	Q31NE6_SYNE7	Histone deacetylase/AcuC/AphA family protein-like	Synpcc7942_1393	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	304
ABB57424.1	Q31NE5	unreviewed	Q31NE5_SYNE7	PDZ/DHR/GLGF	Synpcc7942_1394	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	587
ABB57425.1	Q31NE4	unreviewed	Q31NE4_SYNE7	Lipoprotein	Synpcc7942_1395	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	139
ABB57426.1	Q31NE3	unreviewed	Q31NE3_SYNE7	Secreted protein	Synpcc7942_1396	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	85
ABB57427.1	Q31NE2	unreviewed	Q31NE2_SYNE7	Uncharacterized protein	Synpcc7942_1397	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	442
ABB57428.1	Q31NE1	unreviewed	Q31NE1_SYNE7	cellulose synthase (UDP-forming) (EC 2.4.1.12)	Synpcc7942_1398	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	740
ABB57429.1	Q31NE0	unreviewed	Q31NE0_SYNE7	Secretion protein HlyD	Synpcc7942_1399	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	384
ABB57430.1	Q31ND9	unreviewed	Q31ND9_SYNE7	Beta-xylanase (EC 3.2.1.8)	Synpcc7942_1400	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	373
ABB57431.1	Q31ND8	unreviewed	Q31ND8_SYNE7	VOC domain-containing protein	Synpcc7942_1401	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	125
ABB57432.1	Q31ND7	unreviewed	Q31ND7_SYNE7	DZANK-type domain-containing protein	Synpcc7942_1402	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	419
ABB57433.1	Q31ND6	reviewed	GLO2_SYNE7	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB Synpcc7942_1403	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	258
ABB57434.1	Q31ND5	unreviewed	Q31ND5_SYNE7	Two component transcriptional regulator, winged helix family	Synpcc7942_1404	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	229
ABB57435.1	Q31ND4	unreviewed	Q31ND4_SYNE7	DUF192 domain-containing protein	Synpcc7942_1405	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	175
ABB57436.1	Q31ND3	unreviewed	Q31ND3_SYNE7	ATPase	Synpcc7942_1406	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	368
ABB57437.1	Q31ND2	unreviewed	Q31ND2_SYNE7	Iron(III) ABC transporter permease protein	Synpcc7942_1407	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	543
ABB57438.1	Q31ND1	unreviewed	Q31ND1_SYNE7	Membrane-associated protein	Synpcc7942_1408	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	213
ABB57439.1	Q31ND0	unreviewed	Q31ND0_SYNE7	Iron transport system substrate-binding protein	Synpcc7942_1409	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	340
ABB57440.1	Q31NC9	unreviewed	Q31NC9_SYNE7	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA Synpcc7942_1410	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	540
ABB57441.1	Q31NC8	unreviewed	Q31NC8_SYNE7	BPL/LPL catalytic domain-containing protein	Synpcc7942_1411	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	235
ABB57442.1	Q31NC7	unreviewed	Q31NC7_SYNE7	YbjN domain-containing protein	Synpcc7942_1412	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	149
ABB57443.1	Q31NC6	unreviewed	Q31NC6_SYNE7	Probable membrane transporter protein	Synpcc7942_1413	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	251
ABB57444.1	Q31NC5	unreviewed	Q31NC5_SYNE7	ATPase	Synpcc7942_1414	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	241
ABB57445.1	P29801	reviewed	NU2C_SYNE7	NAD(P)H-quinone oxidoreductase subunit 2 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 2) (NADH-plastoquinone oxidoreductase subunit 2) (NDH-1, subunit 2)	ndhB Synpcc7942_1415	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	521
ABB57446.1	P34185	reviewed	TOP1_SYNE7	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	topA Synpcc7942_1416	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	883
ABB57447.1	Q31NC2	unreviewed	Q31NC2_SYNE7	SLH domain-containing protein	Synpcc7942_1417	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	327
ABB57448.1	Q31NC1	unreviewed	Q31NC1_SYNE7	Uncharacterized protein	Synpcc7942_1418	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	68
ABB57449.1	P54207	reviewed	CHLL_SYNE7	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7)	chlL frxC Synpcc7942_1419	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	286
ABB57450.1	P54208	reviewed	CHLN_SYNE7	Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7)	chlN frxC Synpcc7942_1420	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	466
ABB57451.1	Q03511	reviewed	CCMK2_SYNE7	Carboxysome shell protein CcmK2 (Carbon dioxide-concentrating mechanism protein CcmK2)	ccmK2 ccmK ccmK1 Synpcc7942_1421	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	102
ABB57452.1	Q03512	reviewed	CCML_SYNE7	Carboxysome shell vertex protein CcmL (Carbon dioxide concentrating mechanism protein CcmL)	ccmL Synpcc7942_1422	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	99
ABB57453.1	Q03513	reviewed	CCMM_SYNE7	Carboxysome assembly protein CcmM (CcmM58) (M58) (Carbon dioxide concentrating mechanism protein CcmM) (Carboxysome shell associated protein CcmM)	ccmM Synpcc7942_1423	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	539
ABB57454.1	P46204	reviewed	CCMN_SYNE7	Carboxysome assembly protein CcmN (Carbon dioxide concentrating mechanism protein CcmN) (ORF I)	ccmN Synpcc7942_1424	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	161
ABB57455.1	P46205	reviewed	CCMO_SYNE7	Carboxysome assembly protein CcmO (Carbon dioxide concentrating mechanism protein CcmO) (ORF II)	ccmO Synpcc7942_1425	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	276
ABB57456.1	Q31NB3	reviewed	RBL_SYNE7	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL Synpcc7942_1426	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	472
ABB57457.1	Q31NB2	reviewed	RBS_SYNE7	Ribulose bisphosphate carboxylase small subunit (RuBisCO small subunit)	cbbS rbcS Synpcc7942_1427	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	111
ABB57458.1	Q54975	reviewed	PURK_SYNE7	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK Synpcc7942_1428	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	395
ABB57459.1	Q57311	unreviewed	Q57311_SYNE7	ORF 3	Synpcc7942_1429	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	136
ABB57460.1	Q31NA9	unreviewed	Q31NA9_SYNE7	Uncharacterized protein	Synpcc7942_1430	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	311
ABB57461.1	P29820	reviewed	PPI_SYNE7	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Rotamase)	rot Synpcc7942_1431	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	145
ABB57462.1	Q31NA7	unreviewed	Q31NA7_SYNE7	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribBA Synpcc7942_1432	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	561
ABB57463.1	Q31NA6	reviewed	ARGC_SYNE7	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	argC Synpcc7942_1433	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	352
ABB57464.1	Q31NA5	unreviewed	Q31NA5_SYNE7	Uncharacterized protein	Synpcc7942_1434	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	199
ABB57465.1	Q31NA4	reviewed	MEND_SYNE7	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9)	menD Synpcc7942_1435	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	582
ABB57466.1	Q31NA3	unreviewed	Q31NA3_SYNE7	Uncharacterized protein	Synpcc7942_1436	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	148
ABB57467.1	Q31NA2	unreviewed	Q31NA2_SYNE7	Uncharacterized protein	Synpcc7942_1437	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	92
ABB57468.1	Q31NA1	unreviewed	Q31NA1_SYNE7	Anti-sigma regulatory factor	Synpcc7942_1438	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	164
ABB57469.1	Q31NA0	reviewed	NU4C1_SYNE7	NAD(P)H-quinone oxidoreductase chain 4 1 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, chain 4 1) (NDH-1, chain 4 1)	ndhD1 Synpcc7942_1439	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	533
ABB57470.1	Q31N99	reviewed	KHSE_SYNE7	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB Synpcc7942_1440	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	306
ABB57471.1	Q31N98	unreviewed	Q31N98_SYNE7	Cobalamin biosynthesis protein CobD	cobD Synpcc7942_1441	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	325
ABB57472.1	Q31N97	unreviewed	Q31N97_SYNE7	VOC domain-containing protein	Synpcc7942_1442	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	144
ABB57473.1	Q8VW88	unreviewed	Q8VW88_SYNE7	Fructose-1,6-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13)	cbbA Synpcc7942_1443	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	357
ABB57474.1	Q31N95	unreviewed	Q31N95_SYNE7	Uncharacterized protein	Synpcc7942_1444	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	97
ABB57475.1	Q31N94	unreviewed	Q31N94_SYNE7	CARDB domain-containing protein	Synpcc7942_1445	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	371
ABB57476.1	Q31N93	unreviewed	Q31N93_SYNE7	Uncharacterized protein	Synpcc7942_1446	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	139
ABB57477.1	P27134	reviewed	CYNT_SYNE7	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	ccaA icfA Synpcc7942_1447	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	272
ABB57478.1	Q9L790	reviewed	NADA_SYNE7	Quinolinate synthase (EC 2.5.1.72)	nadA Synpcc7942_1448	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	320
ABB57479.1	Q31N90	reviewed	LPXD_SYNE7	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.191)	lpxD Synpcc7942_1449	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	355
ABB57480.1	Q31N89	unreviewed	Q31N89_SYNE7	ATPase	Synpcc7942_1450	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	266
ABB57481.1	Q31N88	unreviewed	Q31N88_SYNE7	Biotin carboxylase	Synpcc7942_1451	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	153
ABB57482.1	Q31N87	unreviewed	Q31N87_SYNE7	DNA repair protein RadA	radA Synpcc7942_1452	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	478
ABB57483.1	Q31N86	unreviewed	Q31N86_SYNE7	Two component transcriptional regulator, winged helix family	Synpcc7942_1453	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	244
ABB57484.1	Q31N85	reviewed	PLSX_SYNE7	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX Synpcc7942_1454	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	346
ABB57485.1	Q31N84	reviewed	FABH_SYNE7	Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III)	fabH Synpcc7942_1455	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	335
ABB57486.1	Q31N83	unreviewed	Q31N83_SYNE7	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	Synpcc7942_1456	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	293
ABB57487.1	Q31N82	unreviewed	Q31N82_SYNE7	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	Synpcc7942_1457	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	225
ABB57488.1	Q31N81	unreviewed	Q31N81_SYNE7	DUF218 domain-containing protein	Synpcc7942_1458	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	188
ABB57489.1	Q31N80	unreviewed	Q31N80_SYNE7	Gcp-like domain-containing protein	Synpcc7942_1459	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	206
ABB57490.1	Q31N79	unreviewed	Q31N79_SYNE7	Ycf34	Synpcc7942_1460	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	85
ABB57491.1	Q31N78	unreviewed	Q31N78_SYNE7	Thiol oxidoreductase-like	Synpcc7942_1461	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	418
ABB57492.1	P12608	reviewed	IRPA_SYNE7	Iron-regulated protein A	irpA Synpcc7942_1462	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	356
ABB57493.1	Q31N76	unreviewed	Q31N76_SYNE7	Probable porin	Synpcc7942_1463	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	543
ABB57494.1	Q31N75	unreviewed	Q31N75_SYNE7	Probable porin	Synpcc7942_1464	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	531
ABB57495.1	Q31N74	unreviewed	Q31N74_SYNE7	Transcriptional regulator, BadM/Rrf2 family	Synpcc7942_1465	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	151
ABB57496.1	Q31N73	unreviewed	Q31N73_SYNE7	Cysteine synthase (EC 2.5.1.47)	Synpcc7942_1466	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	334
ABB57497.1	Q31N72	unreviewed	Q31N72_SYNE7	Heat shock protein DnaJ-like	Synpcc7942_1467	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	229
ABB57498.1	Q31N71	unreviewed	Q31N71_SYNE7	Multicomponent Na+:H+ antiporter subunit B	Synpcc7942_1468	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	219
ABB57499.1	Q31N70	unreviewed	Q31N70_SYNE7	Multicomponent Na+:H+ antiporter subunit B	Synpcc7942_1469	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	193
ABB57500.1	Q31N69	unreviewed	Q31N69_SYNE7	Multisubunit sodium/proton antiporter, MrpG subunit	Synpcc7942_1470	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	97
ABB57501.1	Q31N68	unreviewed	Q31N68_SYNE7	Uncharacterized protein	Synpcc7942_1471	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	85
ABB57502.1	Q31N67	unreviewed	Q31N67_SYNE7	Multisubunit sodium/proton antiporter, MrpE subunit	Synpcc7942_1472	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	128
ABB57503.1	Q31N66	unreviewed	Q31N66_SYNE7	Multicomponent Na+:H+ antiporter subunit D	Synpcc7942_1473	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	480
ABB57504.1	Q31N65	unreviewed	Q31N65_SYNE7	Multicomponent Na+:H+ antiporter subunit C	Synpcc7942_1474	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	111
ABB57505.1	Q31N64	unreviewed	Q31N64_SYNE7	Sodium-dependent bicarbonate transporter	Synpcc7942_1475	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	373
ABB57506.1	Q31N63	unreviewed	Q31N63_SYNE7	Nitrogen regulatory protein P-II	Synpcc7942_1476	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	104
ABB57507.1	Q31N62	unreviewed	Q31N62_SYNE7	DUF2126 domain-containing protein	Synpcc7942_1477	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	731
ABB57508.1	Q9Z3G2	unreviewed	Q9Z3G2_SYNE7	CytM (Cytochrome CytM)	cytM Synpcc7942_1478	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	145
ABB57509.1	Q9Z3G1	reviewed	PETG_SYNE7	Cytochrome b6-f complex subunit 5 (Cytochrome b6-f complex subunit PetG) (Cytochrome b6-f complex subunit V)	petG Synpcc7942_1479	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	37
ABB57510.1	Q31N59	unreviewed	Q31N59_SYNE7	Methyltransferase	Synpcc7942_1480	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	184
ABB57511.1	Q31N58	reviewed	HIS5_SYNE7	Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	hisH Synpcc7942_1481	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	217
