Experiment,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,Swift,publication,biosample_strain,biosample_genotype,project,condition,reference_condition,post_induction_time,strain_description,base_media,carbon_source,carbon_ml/min,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,entrainment,post_entrainment_condition,growth_phase,OD_wavelength,OD,fluorescent light,light_flux_umol/m2/s,skip,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation
SRX3211319,SRR6069392,2017-12-18 09:18:10,2017-09-25 11:58:56,13218632,660931600,0,50,333,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069392.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536081,SAMN07693208,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792402,,,,,,,no,,,,,GEO,SRA612636,,public,B95F820F026F1473EC9B940C917750D0,01797D650B8E41ED72B3C6333D1197E0,,,,29239721,,,light,LL_dawn_12h,CD_dawn_0.5h,12h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211320,SRR6069393,2017-12-18 09:18:10,2017-09-25 11:58:33,9171499,458574950,0,50,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069393.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536082,SAMN07693207,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792403,,,,,,,no,,,,,GEO,SRA612636,,public,6511B43C4DDF68830EA5C701B3E5B034,F19A4A3BD77B8B97894F1A9A02F195F9,,,,29239721,,,light,CD_dawn_0.5h,CD_dawn_0.5h,0.5h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211321,SRR6069394,2017-12-18 09:18:10,2017-09-25 11:58:21,7474725,373736250,0,50,183,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069394.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536083,SAMN07693205,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792404,,,,,,,no,,,,,GEO,SRA612636,,public,A8848229DEAB9D08CCD41E0E50FE9818,B5868DAE761FEA3DADF9DF5922772079,,,,29239721,,,light,CD_dawn_0.5h,CD_dawn_0.5h,0.5h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211322,SRR6069395,2017-12-18 09:18:10,2017-09-25 11:58:59,10992595,549629750,0,50,267,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069395.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536084,SAMN07693204,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792405,,,,,,,no,,,,,GEO,SRA612636,,public,88773E0A62F146FCF259F94F666CA76F,2B3E16476A3900CFC236406B85A9CE00,,,,29239721,,,light,CD_dawn_02h,CD_dawn_0.5h,2h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211323,SRR6069396,2017-12-18 09:18:10,2017-09-25 11:58:18,5847952,292397600,0,50,143,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069396.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536085,SAMN07693203,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792406,,,,,,,no,,,,,GEO,SRA612636,,public,A94C9CE473EF2CA225A72B621ED22DCD,EE07D2D237A4E78E96E17701AE73A5D6,,,,29239721,,,light,CD_dawn_02h,CD_dawn_0.5h,2h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211324,SRR6069397,2017-12-18 09:18:10,2017-09-25 11:58:04,4358556,217927800,0,50,105,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069397.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536086,SAMN07693193,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792407,,,,,,,no,,,,,GEO,SRA612636,,public,2A5FB02201D7748E541F39DA7FFF0B52,4DC1328B1D95FAFEB77ABFB3FB6A165C,,,,29239721,,,light,CD_dawn_04h,CD_dawn_0.5h,4h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211325,SRR6069398,2017-12-18 09:18:10,2017-09-25 11:58:20,6172768,308638400,0,50,151,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069398.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536087,SAMN07693192,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792408,,,,,,,no,,,,,GEO,SRA612636,,public,AF4B68E165C74A8D004B92B19AF7AA93,C66122216BBA5EF02817BEEC8455B31B,,,,29239721,,,light,CD_dawn_04h,CD_dawn_0.5h,4h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211326,SRR6069399,2017-12-18 09:18:10,2017-09-25 11:58:47,9272494,463624700,0,50,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069399.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536088,SAMN07693191,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792409,,,,,,,no,,,,,GEO,SRA612636,,public,A950FD814A67786F7F5F161A52070B44,437797D6F5B7F2F6BD8E88560498C077,,,,29239721,,,light,CD_dawn_06h,CD_dawn_0.5h,6h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211327,SRR6069400,2017-12-18 09:18:10,2017-09-25 11:58:30,7530727,376536350,0,50,183,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069400.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536089,SAMN07693190,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792410,,,,,,,no,,,,,GEO,SRA612636,,public,E6C04ED581FA895C9EA335DF4A5E345B,00553DC2176982477DEB647D788BF3A4,,,,29239721,,,light,CD_dawn_06h,CD_dawn_0.5h,6h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211328,SRR6069401,2017-12-18 09:18:10,2017-09-25 11:58:54,8395617,419780850,0,50,201,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069401.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536090,SAMN07693189,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792411,,,,,,,no,,,,,GEO,SRA612636,,public,39110EC0393271FDFD38EAB5D2904EFE,F69A769347184C303FC215D7BE96C69B,,,,29239721,,,light,CD_dawn_08h,CD_dawn_0.5h,8h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211329,SRR6069402,2017-12-18 09:18:10,2017-09-25 11:58:30,6183163,309158150,0,50,150,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069402.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536091,SAMN07693188,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792412,,,,,,,no,,,,,GEO,SRA612636,,public,480C2E222FE7D531AE69B7F2369DC1AB,8E743D8DCC677A3237FE04A3D5CE5FD6,,,,29239721,,,light,CD_dawn_08h,CD_dawn_0.5h,8h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211330,SRR6069403,2017-12-18 09:18:10,2017-09-25 11:58:31,5321335,266066750,0,50,128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069403.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536092,SAMN07693187,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792413,,,,,,,no,,,,,GEO,SRA612636,,public,C267FB852A562B0B1A0D753F07261775,B943AECF0F771FE5163E579DB9D5D89A,,,,29239721,,,light,CD_dawn_09h,CD_dawn_0.5h,9h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211331,SRR6069404,2017-12-18 09:18:10,2017-09-25 11:58:41,6046650,302332500,0,50,147,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069404.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536093,SAMN07693186,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792414,,,,,,,no,,,,,GEO,SRA612636,,public,ACFDD284B6885C29B4C8CFCD5C927665,C34D172340A8BB4A45B0C9A0D0718164,,,,29239721,,,light,CD_dawn_09h,CD_dawn_0.5h,9h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211332,SRR6069405,2017-12-18 09:18:10,2017-09-25 11:58:37,7658916,382945800,0,50,184,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069405.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536094,SAMN07693185,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792415,,,,,,,no,,,,,GEO,SRA612636,,public,2D203B0901BD3AB27306BA825B3548C7,E34718E7BC32F6F817C703137590B643,,,,29239721,,,light,CD_dawn_10h,CD_dawn_0.5h,10h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211333,SRR6069406,2017-12-18 09:18:11,2017-09-25 11:58:39,6408183,320409150,0,50,157,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069406.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536095,SAMN07693184,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792416,,,,,,,no,,,,,GEO,SRA612636,,public,E01F1500C326C80D06438CE689C3ADD4,8C0623552233F2A21DBC14A6B2AC47D4,,,,29239721,,,light,CD_dawn_10h,CD_dawn_0.5h,10h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211334,SRR6069407,2017-12-18 09:18:11,2017-09-25 11:58:52,8144866,407243300,0,50,195,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069407.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536096,SAMN07693183,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792417,,,,,,,no,,,,,GEO,SRA612636,,public,5A0728F7D268928B90195F97137ACC2E,E0FCA43EFB6653D9C41BAFB518E684AE,,,,29239721,,,light,CD_dawn_12h,CD_dawn_0.5h,12h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211335,SRR6069408,2017-12-18 09:18:11,2017-09-25 11:58:46,7034113,351705650,0,50,170,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069408.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536097,SAMN07693182,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792418,,,,,,,no,,,,,GEO,SRA612636,,public,B2DEC6D2D12A253B617C25859F6D090C,279868E7E17FCC87CC7990C1BA88FF79,,,,29239721,,,light,CD_dawn_12h,CD_dawn_0.5h,12h since dawn,wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211336,SRR6069409,2017-12-18 09:18:11,2017-09-25 11:58:56,6676557,333827850,0,50,162,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069409.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536098,SAMN07693181,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792419,,,,,,,no,,,,,GEO,SRA612636,,public,F48AF6C750928B00AA619567FE14DD7C,679882222E2D94A1ABC6225FCE76B637,,,,29239721,,,light,HP_dawn_0800h,CD_dawn_0.5h,"8h since dawn, Time 0",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211337,SRR6069410,2017-12-18 09:18:11,2017-09-25 11:58:41,7191101,359555050,0,50,182,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069410.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536099,SAMN07693180,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792420,,,,,,,no,,,,,GEO,SRA612636,,public,17E3410127BD30B745D26B787A0C2B6C,0421171ED4231A723F6728C401962F52,,,,29239721,,,light,HP_dawn_0800h,CD_dawn_0.5h,"8h since dawn, Time 0",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211338,SRR6069411,2017-12-18 09:18:11,2017-09-25 11:59:09,9717654,485882700,0,50,235,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069411.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536100,SAMN07693179,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792421,,,,,,,no,,,,,GEO,SRA612636,,public,0F70216AB63A2A38F5107C707E30C63C,B22F3527DE8CD7C684D35EDBC821C54C,,,,29239721,,,light,HP_dawn_0825h,CD_dawn_0.5h,"8.25h since dawn, Time 15 min",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211339,SRR6069412,2017-12-18 09:18:11,2017-09-25 11:58:51,8587546,429377300,0,50,217,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069412.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536101,SAMN07693178,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792422,,,,,,,no,,,,,GEO,SRA612636,,public,621C28CD2E29FC6B60B8EE06FCC809F9,F99E94118A3A9801CF2D269BDAE2B6B0,,,,29239721,,,light,HP_dawn_0825h,CD_dawn_0.5h,"9.25h since dawn, Time 15 min",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211340,SRR6069413,2017-12-18 09:18:11,2017-09-25 11:59:01,8513652,425682600,0,50,209,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069413.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536102,SAMN07693177,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792423,,,,,,,no,,,,,GEO,SRA612636,,public,FB42A998EEEF4836AD87B88407746EA7,7B9C516CA8CE574273A1C035FF9BC715,,,,29239721,,,light,HP_dawn_0850h,CD_dawn_0.5h,"8.5h since dawn, Time 30 min",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211341,SRR6069414,2017-12-18 09:18:11,2017-09-25 11:59:03,9587190,479359500,0,50,244,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069414.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536103,SAMN07693176,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792424,,,,,,,no,,,,,GEO,SRA612636,,public,683CF66146C34AD71A667425E8238565,741B4E812DD7593BE45966FD24318ED6,,,,29239721,,,light,HP_dawn_0850h,CD_dawn_0.5h,"8.5h since dawn, Time 30 min",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211342,SRR6069415,2017-12-18 09:18:11,2017-09-25 11:58:59,8242414,412120700,0,50,200,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069415.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536104,SAMN07693175,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792425,,,,,,,no,,,,,GEO,SRA612636,,public,D4246D2DDA0792EAD965E98D814AF48B,3E4CF9520037A2CFD2E75BBAFFA46BC4,,,,29239721,,,light,HP_dawn_0900h,CD_dawn_0.5h,"9h since dawn, time 60 min",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211343,SRR6069419,2017-12-18 09:18:11,2017-09-25 11:58:59,9281711,464085550,0,50,225,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069419.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536105,SAMN07693171,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792429,,,,,,,no,,,,,GEO,SRA612636,,public,2A1F30A4D5A5EBE50A6EC7AAC50C411B,A7075AB094E650FBA8565FDB0F82A9F9,,,,29239721,,,light,HP_dawn_0950h,CD_dawn_0.5h,"9.5h since dawn, Time 30 min return",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211344,SRR6069420,2017-12-18 09:18:11,2017-09-25 11:58:37,5248015,262400750,0,50,133,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069420.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536106,SAMN07693170,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792430,,,,,,,no,,,,,GEO,SRA612636,,public,BE9189349B0CEEA5CD8F848DCC30248D,9785296AF9F0B30C4415FB4D1D2F49C0,,,,29239721,,,light,HP_dawn_0950h,CD_dawn_0.5h,"9.5h since dawn, Time 30 min return",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211345,SRR6069421,2017-12-18 09:18:11,2017-09-25 11:59:18,8945138,447256900,0,50,217,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069421.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536107,SAMN07693169,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792431,,,,,,,no,,,,,GEO,SRA612636,,public,532D7640D81845714891ADF60AF54221,F59E8AB93549C7325EAC366F91DE0130,,,,29239721,,,light,HP_dawn_10h,CD_dawn_0.5h,"10h since dawn, Time 60 min return",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211346,SRR6069422,2017-12-18 09:18:11,2017-09-25 11:59:10,8780350,439017500,0,50,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069422.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536108,SAMN07693168,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792432,,,,,,,no,,,,,GEO,SRA612636,,public,7C9ED40084379C3795E282153E1750B1,F364BCCB2CDF571608A399972E5A1022,,,,29239721,,,light,HP_dawn_10h,CD_dawn_0.5h,"10h since dawn, Time 60 min return",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211347,SRR6069423,2017-12-18 09:18:11,2017-09-25 11:59:21,8012684,400634200,0,50,192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069423.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536110,SAMN07693167,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792433,,,,,,,no,,,,,GEO,SRA612636,,public,0C9C11393E03A13E2C0A4406533C15DF,2E27276CF5CDD94508287CA1FC3532C1,,,,29239721,,,light,SP_dawn_0800h,CD_dawn_0.5h,"8h since dawn, Time 0",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211348,SRR6069424,2017-12-18 09:18:11,2017-09-25 11:59:31,8497514,424875700,0,50,207,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069424.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536109,SAMN07693166,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792434,,,,,,,no,,,,,GEO,SRA612636,,public,FEC5627DD72BA0701472D98060D8B090,44D1A9C13E40A81EFD955269D2E0C209,,,,29239721,,,light,SP_dawn_0800h,CD_dawn_0.5h,"8h since dawn, Time 0",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211349,SRR6069425,2017-12-18 09:18:11,2017-09-25 11:59:36,10515376,525768800,0,50,252,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069425.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536111,SAMN07693165,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792435,,,,,,,no,,,,,GEO,SRA612636,,public,FC8A43D94D30C41C214B2A6165879349,C19C1E497DC352799EF4113739467A60,,,,29239721,,,light,SP_dawn_0825h,CD_dawn_0.5h,"8.25h since dawn, Time 15 min",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211350,SRR6069426,2017-12-18 09:18:11,2017-09-25 11:59:19,7924537,396226850,0,50,192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069426.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536113,SAMN07693164,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792436,,,,,,,no,,,,,GEO,SRA612636,,public,20A7D8B3FA79793BC55F1BFB63A46872,3F6510BD469A2CBC8C039E7127DDC762,,,,29239721,,,light,SP_dawn_0825h,CD_dawn_0.5h,"8.25h since dawn, Time 15 min",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211351,SRR6069427,2017-12-18 09:18:11,2017-09-25 11:59:34,7135837,356791850,0,50,173,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069427.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536112,SAMN07693155,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792437,,,,,,,no,,,,,GEO,SRA612636,,public,54F0402B8ED6A09F0BF5FD934B88D31F,B16C5F43C798255806DE7DA9E3CD447C,,,,29239721,,,light,SP_dawn_0850h,CD_dawn_0.5h,"8.5h since dawn, Time 30 min",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
SRX3211352,SRR6069428,2017-12-18 09:18:11,2017-09-25 11:59:15,7339018,366950900,0,50,179,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069428.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP118803,PRJNA412032,2,412032,SRS2536114,SAMN07693202,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2792438,,,,,,,no,,,,,GEO,SRA612636,,public,D5ADE44B62FA740BEF83DEEE2904FFF2,F4C6A8C2999B3FA0983A8E291F11EBA2,,,,29239721,,,light,SP_dawn_0850h,CD_dawn_0.5h,"8.5h since dawn, Time 30 min",wild type,BG-11,,,,,,,,,,,,,,,,,True,True,True
