Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Swift	publication	biosample_strain	biosample_genotype	project	condition	reference_condition	post_induction_time	strain_description	base_media	carbon_source	carbon_ml/min	nitrogen_source	inducer_agent	aerobicity	inoculation	supplement	temperature	entrainment	post_entrainment_condition	growth_phase	OD_wavelength	OD	fluorescent light	intensity	light_flux_umol/m2/s	skip	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_replicate_correlations
SRX3312473	SRR6202557	2017-12-15 12:51:13	2017-10-23 09:42:30	14221207.0	711060350.0	0.0	50.0	300.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202557.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618435	SAMN07822174	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827760							no					GEO	SRA622643		public	D2CD2CB0003C6DE955365C07CF671E0C	338C5311993B45F9E67CE0D0FE7DB5CD				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_120	wt_dark_005	2h	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_120	True
SRX3312474	SRR6202558	2017-12-15 12:51:13	2017-10-23 09:41:58	11745261.0	587263050.0	0.0	50.0	244.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202558.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618436	SAMN07822173	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827761							no					GEO	SRA622643		public	592438C641D498CE14FD2D5A770A18B0	BEC22DD1B41D9B35F586A80BA5EC81E1				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_240	wt_dark_005	4h		BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_240	True
SRX3312475	SRR6202559	2017-12-15 12:51:13	2017-10-23 09:42:22	13422390.0	671119500.0	0.0	50.0	277.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202559.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618437	SAMN07822190	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827762							no					GEO	SRA622643		public	E935B80F48A9C035D5C9EB5123AEDC1B	F761E11620CC9636EB4CFA8EDEFC0530				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_480	wt_dark_005	8h		BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_480	True
SRX3312477	SRR6202561	2017-12-15 12:51:13	2017-10-23 09:43:06	5718671.0	285933550.0	0.0	50.0	129.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202561.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618439	SAMN07822178	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827764							no					GEO	SRA622643		public	AB65DCE71322CDE86EBCE9E87C1503D3	3790F3272BB9E658CCBF7F45CAA193EB				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_2	rel_relA+_dusk_000	wt_dusk_000	0m	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:rel_relA+_dusk_000	True
SRX3312478	SRR6202562	2017-12-15 12:51:13	2017-10-23 09:41:40	7335142.0	366757100.0	0.0	50.0	164.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202562.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618440	SAMN07822171	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827765							no					GEO	SRA622643		public	77F166B07BA01355359AADA1ED547D3D	7EFF3B699910268BB9FB5070FD6724A7				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_005	wt_dark_005	5m	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_005	True
SRX3312479	SRR6202563	2017-12-15 12:51:13	2017-10-23 09:41:53	8656998.0	432849900.0	0.0	50.0	194.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202563.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618441	SAMN07822170	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827766							no					GEO	SRA622643		public	1559B5D74BC4852CC9C0ACCD2F38E950	221F283D440DB8E1C0EFD4AF0370A13C				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_015	wt_dark_005	15m	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_015	True
SRX3312480	SRR6202564	2017-12-15 12:51:13	2017-10-23 09:42:57	8903099.0	445154950.0	0.0	50.0	202.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202564.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618442	SAMN07822169	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827767							no					GEO	SRA622643		public	858A1FEF81D8994D205D1AAF06B0D3A8	BEE9970272C0D712F361578A5638A471				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_030	wt_dark_005	30m	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_030	True
SRX3312481	SRR6202565	2017-12-15 12:51:13	2017-10-23 09:43:02	9926005.0	496300250.0	0.0	50.0	219.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202565.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618443	SAMN07822168	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827768							no					GEO	SRA622643		public	588107AB21907CB87A88A08CAC42CB4E	2BC99C386BA15F60CD500F405808C8B9				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_060	wt_dark_005	1h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_060	True
SRX3312482	SRR6202566	2017-12-15 12:51:13	2017-10-23 09:42:44	7046709.0	352335450.0	0.0	50.0	167.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202566.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618444	SAMN07822167	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827769							no					GEO	SRA622643		public	A1E68AB96616E1BA9CD62CEF96EF2E3A	A5D5B39ECF9409971295678453678C40				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_120	wt_dark_005	2h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_120	True
SRX3312483	SRR6202567	2017-12-15 12:51:13	2017-10-23 09:43:17	9259704.0	462985200.0	0.0	50.0	205.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202567.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618445	SAMN07822166	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827770							no					GEO	SRA622643		public	C922A7CFF311FA6A9B8A7A915C0EB049	43FA7223F5204F21C54FA8DF3079776B				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_240	wt_dark_005	4h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_240	True
SRX3312484	SRR6202568	2017-12-15 12:51:13	2017-10-23 09:43:13	9547792.0	477389600.0	0.0	50.0	213.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202568.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618446	SAMN07822165	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827771							no					GEO	SRA622643		public	BC7802F55840CE00FDECB8012222E851	7768DF6F53B641B128A125D34689721F				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_480	wt_dark_005	8h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_480	True
SRX3312485	SRR6202569	2017-12-15 12:51:13	2017-10-23 09:43:31	11252905.0	562645250.0	0.0	50.0	249.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202569.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618447	SAMN07822164	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827772							no					GEO	SRA622643		public	7FF7412D579D09EC9B9A2EBD5A35A01A	34D9942FCE0932DC056F4E7ED7358ACD				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_720	wt_dark_005	12h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_720	True
SRX3312486	SRR6202570	2017-12-15 12:51:13	2017-10-23 09:41:55	10164707.0	508235350.0	0.0	50.0	230.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202570.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618448	SAMN07822163	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827773							no					GEO	SRA622643		public	4501718F2655695274D50FC5F8617247	E1AE6F79D21D40F5F9437DBBB0715097				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_000	wt_dark_005	0m	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_000	True
SRX3312487	SRR6202571	2017-12-15 12:51:13	2017-10-23 09:41:53	8480856.0	424042800.0	0.0	50.0	191.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202571.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618449	SAMN07822162	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827774							no					GEO	SRA622643		public	CDE7F68B948C166ECF640C50D5AC0998	5A4509C98E0C808321F166567CC6CA8F				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_005	wt_dark_005	5m	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_005	True
SRX3312488	SRR6202572	2017-12-15 12:51:13	2017-10-23 09:41:53	9936081.0	496804050.0	0.0	50.0	223.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202572.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618450	SAMN07822161	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827775							no					GEO	SRA622643		public	C14BABD9E64DF96184EFA82291B6BE8D	CE6F71228A6C50341BD9C702D2EE7656				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_015	wt_dark_005	15m	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_015	True
SRX3312489	SRR6202573	2017-12-15 12:51:13	2017-10-23 09:41:51	7914507.0	395725350.0	0.0	50.0	178.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202573.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618451	SAMN07822160	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827776							no					GEO	SRA622643		public	47AABD19E324E1695449B1DF95779355	60727D27DD33BA8235D65B0FBE440BFB				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_030	wt_dark_005	30m	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_030	True
SRX3312490	SRR6202574	2017-12-15 12:51:13	2017-10-23 09:42:21	9304771.0	465238550.0	0.0	50.0	209.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202574.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618452	SAMN07822159	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827777							no					GEO	SRA622643		public	05C03136481460423C757BDDA841DE14	2601E2432A8D2E2C260D52919553AEDF				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_060	wt_dark_005	1h	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_060	True
SRX3312491	SRR6202575	2017-12-15 12:51:13	2017-10-23 09:41:25	3426366.0	171318300.0	0.0	50.0	77.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202575.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618454	SAMN07822158	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827778							no					GEO	SRA622643		public	E1F1594B82C0A5BCC3372159FD45BD94	771AAC2829800C695FFFA5842946DD92				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_120	wt_dark_005	2h	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_120	True
SRX3312492	SRR6202576	2017-12-15 12:51:13	2017-10-23 09:44:16	22980793.0	1149039650.0	0.0	50.0	516.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202576.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618455	SAMN07822157	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827779							no					GEO	SRA622643		public	8A5BAD4EABC6E8FCD240E5366C99FF39	8125EDEF153B0BCC997807B673A7C1B9				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_240	wt_dark_005	4h		BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_240	True
SRX3312493	SRR6202577	2017-12-15 12:51:13	2017-10-23 09:42:08	10513016.0	525650800.0	0.0	50.0	234.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202577.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618456	SAMN07822156	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827780							no					GEO	SRA622643		public	DE076A48E834A5D9737DAE86E324DE42	C555F953A3380437A82AA2A24675E6C6				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_480	wt_dark_005	8h		BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_480	True
SRX4105497	SRR7188773	2019-05-20 16:28:41	2018-05-21 10:45:09	13566664.0	678333200.0	0.0	50.0	395.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188773.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321322	SAMN09230269	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147422							no					GEO	SRA707995		public	9736F5118CC86DFC3859A5A142BD725D	C2F04DF7C3562B8D0BCCD285F3553142							sigFactor	del_sigF_24h	del_rpoD2_0h	24h																				True	True	True	sigFactor:del_sigF_24h	True
SRX4105498	SRR7188774	2019-05-20 16:28:41	2018-05-21 10:46:55	18071214.0	903560700.0	0.0	50.0	525.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188774.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321321	SAMN09230268	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147423							no					GEO	SRA707995		public	B239963890B55A291E7D5BDED43B1A1A	39FBE6FADD588498691441727BEFCB48							sigFactor	del_sigF_28h	del_rpoD2_0h	28h																				True	True	True	sigFactor:del_sigF_28h	True
SRX4105499	SRR7188775	2019-05-20 16:28:41	2018-05-21 10:44:58	12689107.0	634455350.0	0.0	50.0	367.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188775.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321323	SAMN09230267	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147424							no					GEO	SRA707995		public	F3B3E757170EC56E167D27E386C4FA87	6B9F035A1D37B6D2D1FA9D228BE8196E							sigFactor	del_sigF_32h	del_rpoD2_0h	32h																				True	True	True	sigFactor:del_sigF_32h	True
SRX4105501	SRR7188777	2019-05-20 16:28:41	2018-05-21 10:45:09	12954330.0	647716500.0	0.0	50.0	378.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188777.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321325	SAMN09230265	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147426							no					GEO	SRA707995		public	EF07A1C2928B7185675D82C44C1CAE19	26E31CDD1BCCAF1405100237668FFF08							sigFactor	del_sigF_40h	del_rpoD2_0h	40h																				True	True	True	sigFactor:del_sigF_40h	True
SRX4105502	SRR7188778	2019-05-20 16:28:41	2018-05-21 10:47:34	20595775.0	1029788750.0	0.0	50.0	596.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188778.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321326	SAMN09230240	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147427							no					GEO	SRA707995		public	484D58E04AFEE5A793805B927682341D	FA021627E546D8EFBE9A3AE7F78C1C82							sigFactor	del_sigF_44h	del_rpoD2_0h	44h																				True	True	True	sigFactor:del_sigF_44h	True
SRX4105503	SRR7188779	2019-05-20 16:28:41	2018-05-21 10:47:55	20960679.0	1048033950.0	0.0	50.0	610.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188779.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321327	SAMN09230239	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147428							no					GEO	SRA707995		public	393B00297BA6D66D5F888F4ED6F748BE	B596D149E82FEC1B9F3FA9FC37135861							sigFactor	del_sigF_24h	del_rpoD2_0h	24h																				True	True	True	sigFactor:del_sigF_24h	True
SRX4105504	SRR7188780	2019-05-20 16:28:41	2018-05-21 10:46:41	18237617.0	911880850.0	0.0	50.0	534.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188780.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321328	SAMN09230238	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147429							no					GEO	SRA707995		public	E9B854F1FC3ABC7557A30E22038F6A3C	14524F625C43A20C38C74A02424B7E90							sigFactor	del_sigF_28h	del_rpoD2_0h	28h																				True	True	True	sigFactor:del_sigF_28h	True
SRX4105505	SRR7188781	2019-05-20 16:28:41	2018-05-21 10:46:41	14423625.0	721181250.0	0.0	50.0	423.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188781.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321329	SAMN09230237	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147430							no					GEO	SRA707995		public	E06CB452796C110B2641F9F9BAAC1816	CC11B17D9D57EBC021A6B5C07DB40B7B							sigFactor	del_sigF_32h	del_rpoD2_0h	32h																				True	True	True	sigFactor:del_sigF_32h	True
SRX4105509	SRR7188785	2019-05-20 16:28:41	2018-05-21 10:46:08	10788879.0	539443950.0	0.0	50.0	314.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/188/SRR7188785.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP148555	PRJNA472248		472248.0	SRS3321333	SAMN09230233	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM3147434							no					GEO	SRA707995		public	D21AA8E8319B21DACED3CB5FCF5875FE	186B88B021E644855B9FA322BD8B0C92							sigFactor	del_sigF_40h	del_rpoD2_0h	40h																				True	True	True	sigFactor:del_sigF_40h	True
